age,job_level,housing,saving_accounts,checking_account,credit_amount,duration_months,purpose,employment_years,existing_credits,dependents,monthly_income,default
57,3,own,little,moderate,28608.0,48,education,5,3,2,40687.0,0
63,3,free,moderate,moderate,53013.0,6,business,0,3,2,66562.0,0
41,2,own,rich,moderate,212566.0,48,car,36,2,1,38148.0,0
67,1,free,little,none,99269.0,24,business,3,1,2,44991.0,0
49,3,free,none,none,63120.0,36,education,30,4,1,16576.0,1
64,3,own,little,little,96039.0,18,business,10,2,3,37667.0,0
39,1,own,little,little,95037.0,60,business,16,3,0,30186.0,1
40,2,own,rich,little,138204.0,12,appliances,6,1,3,58549.0,0
19,1,own,little,moderate,28411.0,12,furniture,34,4,2,59543.0,0
44,3,own,moderate,moderate,52997.0,6,appliances,1,3,2,30681.0,0
59,3,own,little,rich,55663.0,48,car,39,1,1,27951.0,0
19,0,free,little,moderate,144012.0,24,business,36,3,1,73101.0,0
43,3,own,little,moderate,98343.0,36,car,36,4,3,21268.0,0
34,2,rent,none,rich,234301.0,36,car,9,1,3,59056.0,0
57,3,own,moderate,moderate,162346.0,48,car,11,4,3,45699.0,0
50,2,own,rich,moderate,80214.0,36,furniture,16,3,0,65060.0,0
26,3,free,little,little,95824.0,24,car,25,3,1,48631.0,0
60,0,own,moderate,moderate,214557.0,36,education,4,4,3,35467.0,1
65,1,own,moderate,moderate,233265.0,36,furniture,4,2,1,24035.0,0
56,0,rent,none,moderate,93208.0,12,business,37,2,3,24485.0,0
46,3,rent,rich,none,54665.0,12,car,26,1,0,22291.0,0
59,3,rent,rich,none,27987.0,6,car,4,1,1,42962.0,0
43,3,own,little,none,27983.0,18,furniture,7,2,1,59608.0,0
52,3,own,moderate,moderate,131039.0,24,furniture,30,4,1,28494.0,0
67,0,free,moderate,rich,129469.0,24,car,32,3,1,26372.0,0
42,1,free,none,moderate,65825.0,60,repairs,20,3,0,48228.0,1
41,0,own,little,little,215538.0,18,car,34,1,3,70032.0,0
30,1,rent,little,little,87189.0,36,business,20,1,0,58906.0,0
24,1,own,moderate,little,69353.0,24,car,14,3,1,43355.0,0
53,2,own,little,little,199326.0,12,appliances,35,2,2,26507.0,0
62,1,own,little,moderate,184082.0,24,furniture,1,1,0,45869.0,0
37,1,own,none,none,95707.0,60,appliances,29,3,2,60926.0,1
18,1,own,moderate,little,134661.0,12,furniture,27,1,1,55510.0,0
25,1,own,none,none,145252.0,24,car,16,2,1,49645.0,1
63,3,own,none,little,364091.0,6,education,19,4,0,64975.0,0
33,2,rent,little,little,91253.0,18,education,39,1,2,71953.0,0
31,3,rent,moderate,moderate,48634.0,24,car,28,3,0,60047.0,0
29,2,rent,little,moderate,143672.0,36,car,4,2,0,8970.0,1
68,1,free,none,little,102470.0,36,business,24,3,0,62401.0,0
40,2,own,moderate,little,105598.0,24,car,9,2,1,42348.0,0
32,1,own,little,moderate,96884.0,48,furniture,18,4,3,47413.0,1
45,1,rent,little,little,37995.0,18,education,0,4,2,40431.0,0
51,1,own,moderate,rich,115477.0,36,business,33,3,3,32775.0,0
19,1,own,little,moderate,79579.0,24,car,13,4,3,8000.0,1
49,1,own,little,little,82007.0,48,education,24,1,1,50365.0,1
40,1,rent,rich,none,77738.0,36,car,25,2,1,21528.0,1
39,2,own,none,little,96421.0,48,car,20,2,1,54374.0,1
68,0,rent,little,rich,115413.0,12,furniture,15,2,0,37875.0,0
42,1,own,moderate,rich,96995.0,36,appliances,9,4,1,65188.0,0
39,3,rent,none,none,197381.0,36,car,31,4,1,76363.0,1
39,1,rent,little,moderate,155391.0,36,car,19,1,1,42694.0,1
66,1,rent,none,moderate,94480.0,24,business,8,4,1,35687.0,1
69,3,own,little,little,53039.0,6,furniture,33,2,3,31918.0,0
59,1,own,moderate,moderate,139849.0,12,education,30,1,3,53095.0,0
23,0,rent,moderate,moderate,81720.0,18,repairs,18,1,1,34575.0,0
32,2,own,moderate,moderate,89103.0,48,repairs,30,2,3,44542.0,0
60,1,own,none,none,44747.0,36,furniture,29,3,1,28252.0,1
54,2,own,little,little,126518.0,12,education,23,4,2,45930.0,0
50,3,free,little,none,467910.0,48,appliances,32,4,0,74955.0,0
25,1,own,moderate,none,72855.0,12,car,17,2,1,31725.0,0
61,2,rent,none,moderate,143424.0,18,furniture,20,3,3,45264.0,0
61,2,own,little,moderate,208463.0,12,furniture,30,4,0,53840.0,0
22,1,own,none,moderate,72129.0,48,car,38,3,3,69041.0,1
56,2,rent,little,none,23038.0,36,repairs,3,2,2,65760.0,0
21,1,own,little,little,149838.0,18,business,25,2,2,58084.0,0
23,2,own,rich,moderate,103527.0,36,furniture,32,3,0,52347.0,0
62,0,rent,little,moderate,118991.0,12,appliances,32,2,2,96649.0,0
49,2,rent,moderate,none,102021.0,18,furniture,19,2,1,57744.0,0
69,1,own,little,rich,197972.0,18,appliances,7,1,2,50198.0,0
47,3,rent,little,moderate,93105.0,12,car,35,3,3,66689.0,0
64,0,rent,moderate,little,363135.0,48,car,7,4,1,55418.0,1
52,2,rent,moderate,moderate,150066.0,36,car,30,4,3,90784.0,0
57,2,own,moderate,little,181116.0,12,education,21,1,0,34916.0,0
69,2,own,moderate,none,99106.0,12,car,18,2,0,44137.0,0
33,2,free,little,rich,118956.0,6,car,19,2,0,20971.0,0
30,2,rent,moderate,rich,35818.0,18,repairs,22,1,3,43011.0,0
67,2,own,none,moderate,69829.0,24,appliances,23,1,3,23822.0,0
59,3,own,none,moderate,188451.0,12,education,23,2,0,47188.0,0
47,1,own,little,little,94833.0,36,appliances,35,3,3,32511.0,0
36,2,own,little,little,50265.0,18,appliances,8,1,0,59203.0,0
34,3,own,none,little,65478.0,18,business,39,3,0,36134.0,0
36,3,own,moderate,rich,65162.0,48,education,15,4,3,57805.0,0
45,3,rent,moderate,little,96437.0,12,appliances,26,2,1,41207.0,0
43,1,own,rich,rich,59843.0,18,education,36,3,0,66442.0,0
54,1,rent,little,moderate,231848.0,18,car,12,3,2,43334.0,0
43,2,own,moderate,moderate,111851.0,12,furniture,1,2,1,37180.0,0
40,2,own,none,little,42731.0,12,furniture,11,2,1,12245.0,0
26,2,own,moderate,little,248124.0,18,appliances,32,4,1,20716.0,1
29,2,own,little,little,96041.0,48,business,22,2,1,58449.0,1
18,3,rent,little,rich,133732.0,36,appliances,13,3,0,21887.0,0
18,1,rent,little,little,118663.0,36,business,38,1,0,62201.0,1
64,3,own,rich,none,126811.0,24,furniture,29,2,0,37173.0,0
51,2,own,little,rich,80330.0,24,business,33,2,2,44742.0,0
49,1,own,little,little,120386.0,12,car,8,1,0,55131.0,0
65,2,rent,none,rich,90261.0,6,furniture,14,2,0,64360.0,0
42,2,rent,little,moderate,122671.0,18,appliances,23,2,2,18737.0,1
57,1,own,little,rich,88306.0,24,education,24,1,0,20152.0,0
62,1,rent,little,little,82948.0,6,appliances,35,3,3,40283.0,0
18,3,rent,little,little,41060.0,6,car,31,4,3,66529.0,0
33,1,own,moderate,little,98408.0,12,business,20,4,0,45346.0,0
56,2,own,none,moderate,112958.0,18,car,38,4,1,65870.0,0
22,2,free,none,rich,299337.0,18,education,5,3,0,15258.0,1
39,2,rent,moderate,rich,131613.0,12,furniture,24,4,2,34865.0,0
46,2,own,moderate,none,63907.0,12,education,1,3,1,46339.0,0
20,1,own,moderate,little,53701.0,12,car,30,2,2,25685.0,0
29,2,own,little,little,115898.0,6,furniture,29,4,3,24275.0,0
43,1,own,little,moderate,63135.0,18,business,14,1,2,30544.0,1
33,2,rent,none,little,70187.0,6,education,17,3,0,38093.0,0
68,1,own,little,little,63015.0,36,education,31,4,3,24514.0,1
54,2,rent,little,moderate,81052.0,18,education,13,1,1,66919.0,0
39,1,rent,moderate,little,153533.0,18,appliances,17,4,0,48634.0,0
46,1,own,moderate,moderate,29914.0,12,appliances,34,3,3,50656.0,0
31,1,own,little,little,214656.0,12,furniture,21,3,1,50101.0,0
45,1,own,little,moderate,87336.0,12,furniture,13,2,3,73403.0,0
22,3,rent,little,none,67478.0,60,education,37,3,1,81361.0,0
64,1,own,moderate,little,168157.0,36,car,13,4,1,40005.0,1
66,3,rent,little,none,87225.0,6,furniture,33,3,2,54570.0,0
47,3,rent,moderate,moderate,52674.0,24,car,21,1,0,39638.0,0
63,2,own,moderate,none,39612.0,12,car,15,2,1,60933.0,0
69,1,free,none,little,149832.0,12,education,15,2,1,70473.0,0
22,1,free,little,moderate,155724.0,36,furniture,15,3,2,44893.0,1
29,2,own,little,moderate,77047.0,12,car,39,4,1,62035.0,0
33,1,own,moderate,rich,218119.0,18,appliances,37,2,1,39128.0,0
43,0,free,rich,moderate,100861.0,24,appliances,17,4,3,65886.0,0
43,2,free,little,moderate,218995.0,24,appliances,22,4,0,28974.0,1
65,3,own,moderate,none,55580.0,60,furniture,39,1,2,25672.0,0
38,2,own,little,moderate,51644.0,36,car,17,2,2,55831.0,0
56,1,own,little,little,72534.0,36,car,21,3,1,65563.0,0
53,2,free,moderate,moderate,77673.0,18,car,39,4,1,56718.0,0
50,1,own,little,moderate,196940.0,6,car,29,2,2,64058.0,0
47,1,own,none,moderate,117713.0,36,appliances,17,2,1,29682.0,0
54,3,rent,moderate,moderate,62596.0,60,repairs,17,4,1,43767.0,0
40,1,own,moderate,none,99379.0,18,appliances,0,3,3,16614.0,1
27,1,rent,moderate,rich,76357.0,60,business,14,2,2,23515.0,1
22,0,own,moderate,little,60946.0,12,education,4,2,1,71192.0,0
53,3,rent,little,little,94104.0,12,business,26,3,0,38362.0,0
51,2,own,none,none,88035.0,12,appliances,16,4,1,78434.0,0
69,2,rent,none,rich,62355.0,24,education,31,4,3,48006.0,0
48,2,rent,little,none,61956.0,36,car,37,4,3,41028.0,1
27,1,own,little,little,160935.0,18,car,25,4,2,40514.0,1
36,2,own,little,rich,127268.0,48,education,1,3,3,63045.0,0
49,1,own,moderate,rich,173894.0,24,furniture,27,1,3,42862.0,0
18,0,own,moderate,little,83262.0,24,appliances,22,3,0,45755.0,0
22,2,rent,none,moderate,51398.0,36,education,19,3,3,50612.0,1
62,3,rent,rich,moderate,69959.0,12,business,35,4,1,20819.0,0
21,0,own,moderate,moderate,182844.0,36,car,21,2,3,46762.0,0
33,1,rent,moderate,none,37788.0,12,furniture,10,3,0,44104.0,0
41,1,rent,moderate,none,234879.0,12,furniture,27,4,2,53218.0,0
33,1,rent,moderate,none,50711.0,24,business,21,2,0,62868.0,0
19,3,own,moderate,none,157598.0,48,furniture,16,3,1,40749.0,1
66,2,own,moderate,moderate,53515.0,24,repairs,30,1,1,54117.0,0
45,2,own,moderate,moderate,69072.0,24,business,10,1,2,20601.0,0
49,2,own,moderate,none,28725.0,36,business,35,4,0,80909.0,0
44,1,own,moderate,moderate,300222.0,12,appliances,13,2,0,72738.0,0
37,2,own,rich,little,139372.0,36,repairs,34,2,2,39000.0,0
41,2,own,moderate,moderate,144382.0,18,car,22,4,2,46934.0,0
29,2,rent,moderate,little,73444.0,12,appliances,28,4,2,8000.0,0
67,3,own,moderate,moderate,56475.0,18,car,22,2,2,57072.0,0
52,2,own,moderate,little,157301.0,12,furniture,35,1,1,31791.0,0
50,1,own,little,little,47960.0,12,car,15,1,1,15712.0,0
50,3,own,little,none,89297.0,12,education,38,3,2,51210.0,0
68,1,own,moderate,rich,46610.0,12,furniture,19,3,3,28652.0,0
60,0,own,moderate,rich,106337.0,36,education,24,2,2,26467.0,0
54,1,own,none,moderate,31252.0,24,business,18,1,3,59015.0,0
29,1,own,little,none,40605.0,24,education,25,3,3,74373.0,0
20,2,own,little,rich,58930.0,18,car,31,1,0,50027.0,0
18,2,own,little,moderate,142750.0,36,appliances,20,1,3,67647.0,0
50,3,rent,little,none,71769.0,12,education,8,2,3,38889.0,0
57,2,own,rich,little,178110.0,24,furniture,18,1,3,55667.0,0
27,2,own,little,none,242903.0,12,repairs,20,2,1,49376.0,0
60,0,own,moderate,moderate,82028.0,24,car,17,3,0,53205.0,0
61,0,own,moderate,moderate,40657.0,18,education,5,4,0,28020.0,0
46,2,own,moderate,little,176206.0,36,business,34,1,3,8000.0,1
30,2,own,none,moderate,39146.0,48,car,13,4,1,70183.0,1
29,3,rent,moderate,moderate,57414.0,36,furniture,8,4,2,40452.0,1
48,1,own,little,none,35574.0,12,appliances,34,2,1,11433.0,0
63,0,own,none,none,175940.0,12,car,1,1,0,44753.0,0
19,2,rent,none,none,139142.0,48,furniture,5,1,3,51745.0,1
68,1,free,little,little,260660.0,18,education,34,3,1,45902.0,0
67,0,own,little,none,75754.0,48,business,24,4,3,49750.0,1
52,2,own,little,moderate,60211.0,18,business,8,4,2,46773.0,0
40,1,own,little,none,72050.0,60,appliances,30,2,1,39201.0,1
34,2,own,none,little,44371.0,48,furniture,6,1,2,48173.0,0
43,1,own,moderate,moderate,232627.0,36,business,27,1,2,42228.0,0
25,1,own,little,none,748615.0,6,business,1,4,0,48584.0,1
46,1,rent,none,none,63941.0,18,furniture,0,3,0,52147.0,0
43,3,own,moderate,moderate,140874.0,48,repairs,36,4,3,55467.0,0
27,1,own,little,rich,89923.0,48,appliances,23,1,2,36082.0,0
43,2,own,none,little,128675.0,12,car,34,2,2,57255.0,0
51,1,rent,none,rich,186432.0,18,business,6,2,0,52938.0,0
68,2,own,none,moderate,49719.0,36,business,37,2,2,67111.0,0
58,1,rent,moderate,little,74076.0,24,furniture,28,1,1,48477.0,0
24,2,own,rich,little,203189.0,36,appliances,0,1,2,63201.0,0
21,2,own,little,little,133961.0,36,business,29,2,2,8000.0,1
67,3,own,moderate,rich,120137.0,48,business,31,1,0,25958.0,0
62,1,own,none,little,134029.0,12,car,9,3,0,65026.0,0
28,0,own,little,moderate,142164.0,12,furniture,33,2,3,51021.0,0
46,0,own,rich,moderate,197730.0,6,furniture,10,3,0,26093.0,0
53,3,own,moderate,moderate,155168.0,48,business,36,3,1,48366.0,0
42,2,rent,little,rich,95757.0,24,education,26,1,2,64270.0,0
38,2,own,rich,moderate,122006.0,6,car,9,1,3,22799.0,0
53,1,own,little,moderate,94802.0,18,furniture,37,2,2,50070.0,0
27,1,own,moderate,moderate,63090.0,18,furniture,21,1,0,84392.0,0
54,0,rent,little,moderate,95705.0,36,business,23,3,2,30555.0,1
26,3,free,none,none,92200.0,36,business,7,1,2,28659.0,1
41,2,own,little,little,35637.0,36,furniture,5,2,1,8000.0,1
52,3,own,little,little,157151.0,6,car,3,4,2,38393.0,0
66,1,own,little,rich,173977.0,48,car,4,4,1,61670.0,0
52,2,free,none,moderate,136801.0,12,car,5,1,2,35687.0,0
65,2,rent,rich,none,167850.0,24,business,31,4,0,91829.0,0
53,1,own,rich,little,88828.0,6,car,37,3,3,106325.0,0
35,3,own,moderate,rich,72515.0,6,furniture,19,4,0,77488.0,0
66,3,own,moderate,little,174441.0,6,business,39,4,3,32080.0,0
56,3,own,little,moderate,52299.0,24,repairs,35,3,2,50611.0,0
49,2,rent,moderate,little,51223.0,24,repairs,13,2,0,34450.0,0
41,1,own,little,none,129170.0,6,repairs,18,4,1,33302.0,0
40,1,own,none,none,127065.0,12,business,10,4,0,51191.0,0
49,3,rent,rich,moderate,172481.0,48,business,38,4,1,26059.0,1
54,0,rent,moderate,none,35374.0,12,business,0,2,2,10932.0,1
29,2,own,little,moderate,93093.0,12,appliances,34,1,2,19853.0,0
66,2,rent,rich,none,50100.0,18,repairs,18,1,3,49844.0,0
30,2,own,little,none,164914.0,36,furniture,32,2,0,79110.0,0
40,3,rent,little,little,219751.0,12,furniture,31,3,2,61919.0,0
42,1,rent,little,rich,133612.0,60,furniture,35,1,3,42999.0,1
52,1,own,moderate,moderate,70636.0,18,business,23,2,3,58707.0,0
58,0,rent,rich,little,62997.0,18,business,6,2,2,43780.0,0
47,2,rent,little,little,77103.0,12,appliances,6,3,1,64221.0,1
34,1,own,little,none,59595.0,36,furniture,4,2,1,58606.0,0
66,1,own,moderate,none,89721.0,12,furniture,13,1,3,8000.0,0
37,3,rent,rich,rich,62911.0,24,repairs,25,1,2,33317.0,0
65,3,own,little,none,43088.0,12,car,0,2,0,57273.0,0
42,1,own,little,none,124044.0,18,car,12,2,0,59679.0,0
39,1,rent,none,little,129923.0,48,business,22,3,3,36658.0,1
30,3,rent,none,little,273663.0,36,car,19,3,0,8000.0,1
36,0,own,none,little,76121.0,12,furniture,6,4,2,48786.0,0
66,0,own,none,little,31757.0,24,car,5,2,0,17424.0,1
53,1,own,little,little,161003.0,24,car,8,4,0,30025.0,0
29,2,own,little,moderate,172242.0,6,education,27,4,2,70359.0,0
58,1,own,little,none,195869.0,24,furniture,9,4,1,36766.0,1
36,3,rent,little,none,238660.0,12,furniture,34,4,1,32271.0,1
29,2,own,none,moderate,240703.0,24,car,6,1,3,42706.0,0
26,2,own,rich,none,54937.0,36,business,24,3,2,61370.0,0
24,1,own,rich,moderate,249908.0,12,furniture,29,2,1,40517.0,0
45,2,free,little,none,81079.0,12,furniture,25,3,0,71442.0,0
31,2,own,none,moderate,159382.0,12,car,11,3,3,28425.0,1
48,2,own,none,little,115346.0,60,furniture,12,3,2,26234.0,1
69,2,own,little,none,55069.0,36,furniture,39,3,2,53496.0,0
36,2,own,none,moderate,198038.0,6,education,3,3,3,32442.0,0
64,3,own,little,moderate,75082.0,18,repairs,0,3,1,53637.0,0
33,3,own,little,little,301120.0,12,appliances,5,1,3,86251.0,0
22,2,own,moderate,moderate,62446.0,24,education,1,3,3,22176.0,0
52,0,own,moderate,none,54032.0,24,car,26,2,2,50891.0,0
29,0,own,little,little,66322.0,60,education,17,2,2,61629.0,1
42,1,own,little,none,242104.0,12,car,28,4,0,33146.0,1
69,2,own,none,little,38549.0,24,business,32,4,3,45233.0,1
38,2,own,moderate,moderate,170730.0,36,furniture,2,3,2,8000.0,0
53,2,own,rich,little,296386.0,36,appliances,19,4,2,44953.0,0
40,3,own,little,rich,89176.0,18,appliances,3,4,2,27096.0,0
33,3,rent,little,little,77975.0,36,furniture,17,3,2,27315.0,0
56,3,own,little,moderate,103563.0,18,furniture,7,4,3,41277.0,0
62,1,own,little,little,50340.0,18,education,21,2,3,36927.0,0
59,2,own,little,little,483573.0,48,car,21,3,1,22688.0,1
56,1,free,little,rich,147545.0,48,appliances,18,2,3,73146.0,0
31,1,rent,moderate,little,47462.0,36,furniture,27,2,2,47663.0,0
48,1,own,little,little,60821.0,18,car,1,1,0,52090.0,0
22,1,own,none,little,109917.0,36,business,8,1,3,34831.0,1
52,2,own,little,moderate,45404.0,6,car,34,4,1,43903.0,0
40,3,own,moderate,moderate,40031.0,12,car,21,2,3,8000.0,0
46,1,own,little,little,117743.0,36,education,25,4,2,25289.0,1
60,2,rent,moderate,little,180520.0,12,business,33,3,1,71845.0,0
28,2,own,little,moderate,170951.0,60,education,6,2,2,56183.0,0
35,1,rent,none,little,95240.0,18,business,29,4,2,36311.0,1
64,2,own,rich,none,83725.0,18,car,24,2,3,52046.0,0
29,1,rent,moderate,rich,101824.0,36,furniture,8,4,3,13517.0,1
26,2,rent,little,moderate,179024.0,36,furniture,26,3,1,37720.0,1
27,2,own,moderate,little,46441.0,24,repairs,0,1,1,45070.0,0
61,1,own,rich,rich,61917.0,12,car,32,2,1,59205.0,0
34,1,own,little,none,78695.0,36,car,7,4,1,30447.0,1
55,2,own,moderate,moderate,85362.0,18,appliances,31,1,0,45761.0,0
24,3,own,none,rich,95542.0,12,repairs,39,3,1,40561.0,0
63,1,own,rich,rich,97252.0,24,appliances,18,1,3,51759.0,0
30,2,own,none,moderate,147918.0,6,car,35,3,0,49250.0,0
57,2,free,none,little,34280.0,60,education,21,4,2,44246.0,1
59,3,own,none,rich,37765.0,24,furniture,38,3,2,51131.0,0
26,3,free,moderate,little,66230.0,60,appliances,25,1,1,34167.0,0
67,2,own,moderate,rich,165736.0,18,car,2,4,2,35575.0,0
44,2,rent,rich,none,66758.0,60,car,8,4,0,16814.0,1
19,3,own,moderate,none,96312.0,12,furniture,34,2,3,57657.0,0
22,1,own,none,moderate,106605.0,6,car,6,4,3,42604.0,1
46,1,rent,little,little,119331.0,6,business,14,4,0,25563.0,1
54,0,own,little,little,252394.0,24,appliances,3,4,1,30789.0,1
55,3,rent,little,rich,149760.0,6,business,36,2,1,74703.0,0
36,3,own,little,none,179598.0,24,furniture,27,3,1,40320.0,0
25,1,own,little,moderate,91484.0,18,appliances,8,1,0,52585.0,0
65,2,own,rich,little,238972.0,18,car,34,4,1,35775.0,0
62,2,rent,little,none,103049.0,24,car,24,1,3,24329.0,1
18,1,own,rich,none,30540.0,12,furniture,8,1,0,45729.0,0
39,3,rent,moderate,moderate,431504.0,36,car,32,4,0,64819.0,0
69,1,rent,little,moderate,101489.0,24,car,16,1,2,71553.0,0
34,0,own,little,rich,135654.0,48,furniture,11,3,2,69509.0,0
24,2,own,moderate,rich,51991.0,18,appliances,8,1,1,56771.0,0
42,2,rent,rich,none,368897.0,60,appliances,4,1,1,55169.0,0
62,0,own,none,little,61331.0,24,furniture,25,2,3,28586.0,1
21,2,own,none,moderate,78343.0,60,car,18,3,1,46411.0,1
53,2,own,none,moderate,39440.0,6,car,34,1,3,63030.0,0
23,1,own,moderate,none,122853.0,36,furniture,1,4,1,70860.0,0
48,1,own,none,none,83374.0,36,car,6,1,3,43787.0,1
36,2,own,none,none,39099.0,6,car,8,4,0,37559.0,0
61,1,rent,none,moderate,94794.0,24,business,21,3,3,28458.0,1
56,3,own,little,none,104493.0,36,education,32,3,1,44986.0,0
44,3,own,none,moderate,85094.0,24,car,15,2,2,66173.0,0
27,3,free,moderate,moderate,33106.0,6,business,23,4,1,36223.0,0
43,1,rent,rich,little,117533.0,36,business,7,4,0,57042.0,0
36,3,rent,little,none,46139.0,6,furniture,29,3,2,66002.0,0
56,2,own,little,none,168305.0,36,car,25,4,3,37834.0,1
20,1,rent,little,little,70739.0,6,appliances,34,4,2,41892.0,1
62,0,own,little,little,172227.0,12,business,16,1,1,67935.0,0
30,0,own,little,none,99553.0,12,car,37,2,2,51696.0,0
67,2,own,none,moderate,102666.0,24,education,9,1,2,74351.0,0
45,2,own,little,none,212305.0,60,furniture,16,3,1,46084.0,1
37,1,rent,little,little,60527.0,12,education,6,4,1,66152.0,0
45,2,own,little,little,51151.0,12,furniture,1,4,0,24520.0,0
25,1,rent,moderate,moderate,137781.0,18,furniture,10,3,2,59209.0,0
58,2,rent,little,little,44872.0,36,business,2,4,3,38201.0,1
56,1,own,little,little,61128.0,24,education,19,3,1,22117.0,0
18,3,own,moderate,little,38273.0,18,car,12,2,2,36801.0,0
20,3,own,moderate,little,197027.0,24,car,22,4,1,42605.0,0
30,2,own,little,little,54089.0,12,furniture,16,1,0,55574.0,0
45,1,own,little,none,66665.0,18,furniture,28,1,1,43309.0,0
66,1,free,little,little,45523.0,18,car,38,2,1,11098.0,1
42,3,own,none,moderate,78335.0,36,business,31,3,0,39334.0,0
50,1,own,little,none,90602.0,48,car,34,4,1,45150.0,1
55,1,rent,moderate,moderate,162038.0,36,business,34,4,0,56793.0,0
23,0,own,little,moderate,44660.0,18,business,33,1,2,61896.0,0
61,2,rent,moderate,rich,68834.0,24,car,20,3,2,32289.0,0
62,2,own,little,none,231803.0,12,business,15,3,2,31935.0,1
49,3,own,little,none,184358.0,36,repairs,22,4,3,30685.0,1
62,1,own,moderate,moderate,65730.0,24,car,10,4,1,27521.0,0
64,1,own,little,none,95829.0,48,appliances,13,1,0,15821.0,1
38,3,own,little,moderate,321522.0,12,education,2,3,1,53712.0,0
33,3,rent,moderate,little,48224.0,36,education,6,4,3,92240.0,0
38,1,own,none,none,31171.0,36,car,39,4,1,60638.0,1
28,2,free,little,moderate,71564.0,12,business,10,1,3,62550.0,0
54,1,own,moderate,none,93899.0,36,furniture,32,1,1,53316.0,0
53,3,own,none,little,61003.0,48,business,18,4,3,20748.0,1
52,1,own,none,moderate,177397.0,48,appliances,22,2,0,39439.0,1
36,3,free,moderate,none,112016.0,36,education,22,1,1,57554.0,0
37,2,own,rich,little,68689.0,6,car,28,4,1,22027.0,0
35,2,own,little,none,71440.0,48,car,5,2,0,36320.0,1
64,0,rent,moderate,none,63082.0,36,car,38,4,0,21433.0,1
58,2,own,little,none,162404.0,18,appliances,4,3,2,36051.0,1
66,2,rent,little,moderate,74346.0,12,car,31,2,3,80737.0,0
